Unnamed: 0,age,ageCond,birthday,buG1fAccTime,buG1fOrd,buG2fAccTime,buG2fOrd,buG3fAccTime,buG3fOrd,buG4fAccTime,buG4fOrd,buG6fAccTime,buG6fOrd,buG8fAccTime,buG8fOrd,buS1fAccTime,buS1fOrd,buS1fTime,bu_10_8fTime,bu_1fGTime,bu_2fGTime,bu_3fGTime,bu_4_2fTime,bu_6_4fTime,bu_8_6fTime,budam,buga1,buga2,buga3,chaksun1,chaksun2,chaksun3,chaksun4,chaksun5,chulNo,diffUnit,hrName,hrNo,hrTool,ilsu,jeG1fTime,jeG3fTime,jeS1fTime,je_1cTime,je_2cTime,je_3cTime,je_4cTime,jkName,jkNo,meet,name,ord,ordBigo,owName,owNo,plcOdds,prizeCond,rank,rankRise,rating,rcDate,rcDay,rcDist,rcName,rcNo,rcTime,seG1fAccTime,seG3fAccTime,seS1fAccTime,se_1cAccTime,se_2cAccTime,se_3cAccTime,se_4cAccTime,sex,sjG1fOrd,sjG3fOrd,sjS1fOrd,sj_1cOrd,sj_2cOrd,sj_3cOrd,sj_4cOrd,trName,trNo,track,weather,wgBudam,wgBudamBigo,wgHr,wgJk,winOdds,Spd,date,ills
7670,5,연령오픈,20140329,91.4,5,77.8,8,64.5,10,51.6,10,26.5,10,0.0,0,14.7,10,14.7,0.0,14.6,28.2,41.5,26.2,25.1,26.5,별정C,0,0,0,13680000,5040000,3120000,1200000,960000,2,1½,넵튠,35404,망사눈,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,박재이,80546,부경,한국,4,-,장석노,110055,6.3,R0~0,국6등급,0,0,20190222,금요일,1600,일반,5,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,거,0,0,0,0,0,0,0,양귀선,70125,다습 (12%),흐림,55.5,-,410(+4),0,33.0,15.09433962264151,2019-02-22,0
7278,5,연령오픈,20140329,91.9,10,78.6,10,65.2,10,52.4,10,27.1,10,0.0,0,15.1,10,15.1,0.0,13.8,27.1,40.5,26.2,25.3,27.1,별정C,0,0,0,13680000,5040000,3120000,1200000,960000,2,6,넵튠,35404,망사눈,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,박재이,80546,부경,한국,6,-,장석노,110055,4.9,R0~0,국6등급,0,0,20190308,금요일,1600,일반,5,105.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,거,0,0,0,0,0,0,0,양귀선,70125,건조 (4%),맑음,55.5,-,409(-1),0,34.5,15.137180700094607,2019-03-08,0
6909,5,연령오픈,20140329,92.5,10,78.6,11,65.1,11,51.9,11,27.0,11,0.0,0,15.1,11,15.1,0.0,14.6,28.5,42.0,26.7,24.9,27.0,별정C,0,0,0,13680000,5040000,3120000,1200000,960000,6,6,넵튠,35404,망사눈,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,박재이,80546,부경,한국,8,-,장석노,110055,9.3,R0~0,국6등급,0,0,20190322,금요일,1600,일반,5,107.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,거,0,0,0,0,0,0,0,양귀선,70125,다습 (12%),맑음,55.5,-,408(-1),0,51.2,14.939309056956116,2019-03-22,0
6495,5,연령오픈,20140329,72.3,11,58.7,11,45.5,9,32.7,10,8.9,9,0.0,0,14.9,10,14.9,0.0,14.8,28.4,41.6,26.0,23.8,8.9,별정A,0,0,0,13680000,5040000,3120000,1200000,960000,8,3,넵튠,35404,망사눈,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,박재이,80546,부경,한국,10,-,장석노,110055,34.4,R0~0,국6등급,0,0,20190405,금요일,1300,일반,2,87.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,거,0,0,0,0,0,0,0,양귀선,70125,건조 (3%),맑음,56.0,-,415(+7),0,120.8,14.925373134328359,2019-04-05,0
6154,5,연령오픈,20140329,93.0,8,79.3,10,65.9,9,52.8,11,27.3,11,0.0,0,15.3,11,15.3,0.0,14.5,28.2,41.6,26.5,25.5,27.3,별정C,0,0,0,13680000,5040000,3120000,1200000,960000,11,¾,넵튠,35404,망사눈,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,박재이,80546,부경,한국,8,-,장석노,110055,26.1,R0~0,국6등급,0,0,20190419,금요일,1600,일반,4,107.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,거,0,0,0,0,0,0,0,양귀선,70125,건조 (3%),맑음,55.0,-,420(+5),0,206.5,14.883720930232558,2019-04-19,0
5629,5,연령오픈,20140329,91.9,8,78.1,11,64.7,11,51.7,11,26.7,12,0.0,0,15.0,12,15.0,0.0,14.9,28.7,42.1,26.4,25.0,26.7,별정C,0,0,0,13680000,5040000,3120000,1200000,960000,11,2½,넵튠,35404,망사눈,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,김어수,80403,부경,한국,8,-,장석노,110055,10.4,R0~0,국6등급,0,0,20190510,금요일,1600,일반,5,106.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,거,0,0,0,0,0,0,0,양귀선,70125,건조 (3%),맑음,55.0,-,423(+3),0,51.3,14.981273408239701,2019-05-10,0
5269,5,연령오픈,20140329,91.4,9,77.2,9,63.7,10,51.1,10,26.7,10,0.0,0,15.0,10,15.0,0.0,15.9,30.1,43.6,26.1,24.4,26.7,별정C,0,0,0,13680000,5040000,3120000,1200000,960000,9,8,넵튠,35404,망사눈,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,문중원,80397,부경,한국,9,-,장석노,110055,16.6,R0~0,국6등급,0,0,20190524,금요일,1600,일반,4,107.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,거,0,0,0,0,0,0,0,양귀선,70125,건조 (3%),맑음,55.0,-,423(),0,146.0,14.911463187325257,2019-05-24,0
4777,5,연령오픈,20140329,92.3,6,78.7,8,65.4,10,52.5,11,27.5,11,0.0,0,15.5,11,15.5,0.0,14.6,28.2,41.5,26.2,25.0,27.5,별정C,0,0,0,13680000,5040000,3120000,1200000,960000,10,5,넵튠,35404,망사눈,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,프랑소와,80590,부경,한국,3,-,장석노,110055,21.5,R0~0,국6등급,0,0,20190614,금요일,1600,일반,4,106.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,거,0,0,0,0,0,0,0,양귀선,70125,양호 (6%),비,55.0,-,422(-1),0,89.0,14.967259120673527,2019-06-14,0
4477,5,연령오픈,20140329,93.8,9,78.8,9,64.7,8,51.3,7,26.1,6,0.0,0,14.4,6,14.4,0.0,16.3,31.3,45.4,27.5,25.2,26.1,별정C,0,0,0,13680000,5040000,3120000,1200000,960000,1,18,넵튠,35404,망사눈,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,김어수,80403,부경,한국,9,-,장석노,110055,3.7,R0~0,국6등급,0,0,20190628,금요일,1600,일반,5,110.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,거,0,0,0,0,0,0,0,양귀선,70125,다습 (13%),맑음,55.5,-,425(+3),0,21.0,14.532243415077204,2019-06-28,0
3055,5,연령오픈,20140329,91.7,10,78.0,10,64.8,11,51.7,11,26.9,10,0.0,0,15.0,11,15.0,0.0,15.2,28.9,42.1,26.3,24.8,26.9,별정C,0,0,0,13680000,5040000,3120000,1200000,960000,4,¾,넵튠,35404,망사눈,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,박재이,80546,부경,한국,10,-,장석노,110055,15.4,R0~0,국6등급,0,0,20190830,금요일,1600,일반,4,106.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,거,0,0,0,0,0,0,0,양귀선,70125,다습 (13%),맑음,55.5,-,432(+7),0,126.1,14.967259120673527,2019-08-30,0
2671,5,연령오픈,20140329,92.6,11,79.2,11,66.3,11,53.3,11,27.9,12,0.0,0,15.4,12,15.4,0.0,15.0,28.4,41.3,25.9,25.4,27.9,별정C,0,0,0,13680000,5040000,3120000,1200000,960000,7,목,넵튠,35404,망사눈,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,프랑소와,80590,부경,한국,12,-,장석노,110055,7.2,R0~0,국6등급,0,0,20190920,금요일,1600,일반,5,107.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,거,0,0,0,0,0,0,0,양귀선,70125,건조 (3%),맑음,55.5,-,433(+1),0,57.9,14.869888475836431,2019-09-20,0
2281,5,연령오픈,20140329,70.0,5,56.9,8,44.4,8,32.2,9,8.8,9,0.0,0,14.8,9,14.8,0.0,14.0,27.1,39.6,24.7,23.4,8.8,별정C,0,0,0,13680000,5040000,3120000,1200000,960000,9,목,넵튠,35404,망사눈,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,박재이,80546,부경,한국,3,-,장석노,110055,10.2,R0~0,국6등급,0,0,20191004,금요일,1300,일반,5,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,거,0,0,0,0,0,0,0,양귀선,70125,다습 (12%),맑음,55.5,-,432(-1),0,71.0,15.476190476190476,2019-10-04,0
1913,5,연령오픈,20140329,69.8,7,56.8,9,44.3,11,32.1,10,8.8,9,0.0,0,14.8,10,14.8,0.0,14.1,27.1,39.6,24.7,23.3,8.8,별정C,0,0,0,13680000,5040000,3120000,1200000,960000,1,¾,넵튠,35404,망사눈,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,김도현,80381,부경,한국,7,-,장석노,110055,4.6,R0~0,국6등급,0,0,20191018,금요일,1300,일반,3,83.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,거,0,0,0,0,0,0,0,양귀선,70125,양호 (9%),비,56.0,-,432(),0,21.4,15.494636471990464,2019-10-18,0
1559,5,연령오픈,20140329,70.4,6,57.1,6,44.3,7,32.0,6,8.8,7,0.0,0,14.8,7,14.8,0.0,14.1,27.4,40.2,25.1,23.2,8.8,별정C,0,0,0,13680000,5040000,3120000,1200000,960000,1,3,넵튠,35404,망사눈,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,박재이,80546,부경,한국,6,-,장석노,110055,15.8,R0~0,국6등급,0,0,20191101,금요일,1300,일반,4,84.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,거,0,0,0,0,0,0,0,양귀선,70125,건조 (3%),맑음,56.0,-,427(-5),0,73.8,15.384615384615385,2019-11-01,0
1220,5,연령오픈,20140329,70.6,8,57.3,9,44.5,9,32.2,9,9.2,9,0.0,0,15.1,10,15.1,0.0,13.9,27.2,40.0,25.1,23.0,9.2,별정C,0,0,0,13680000,5040000,3120000,1200000,960000,6,½,넵튠,35404,망사눈,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,박재이,80546,부경,한국,6,-,장석노,110055,7.2,R0~0,국6등급,0,0,20191115,금요일,1300,일반,4,84.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,거,0,0,0,0,0,0,0,양귀선,70125,건조 (3%),맑음,56.0,-,430(+3),0,62.2,15.384615384615385,2019-11-15,0
659,5,연령오픈,20140329,89.6,5,76.0,8,63.0,9,50.2,10,26.1,10,0.0,0,14.7,11,14.7,0.0,14.3,27.9,40.9,25.8,24.1,26.1,별정C,0,0,0,13680000,5040000,3120000,1200000,960000,12,1¼,넵튠,35404,망사눈,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,김태경,80296,부경,한국,6,-,장석노,110055,18.2,R0~0,국6등급,0,0,20191206,금요일,1600,일반,5,103.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,거,0,0,0,0,0,0,0,양귀선,70125,양호 (9%),맑음,56.0,-,433(+3),0,138.9,15.399422521655437,2019-12-06,0
48,5,연령오픈,20140329,90.1,8,77.0,13,63.8,13,50.7,13,26.6,13,0.0,0,14.8,13,14.8,0.0,14.2,27.3,40.5,26.3,24.1,26.6,별정C,0,0,0,13680000,5040000,3120000,1200000,960000,4,목,넵튠,35404,망사눈,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,김어수,80403,부경,한국,9,-,장석노,110055,12.3,R0~0,국6등급,0,0,20191229,일요일,1600,일반,4,104.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,거,0,0,0,0,0,0,0,양귀선,70125,건조 (3%),흐림,56.0,-,435(+2),0,50.4,15.340364333652925,2019-12-29,0
5071,6,연령오픈,20140329,90.8,11,77.3,10,64.3,10,51.2,12,27.1,12,0.0,0,15.5,12,15.5,0.0,14.8,28.3,41.3,26.1,24.1,27.1,별정C,0,0,0,13750000,5500000,3500000,1250000,1000000,1,머리,넵튠,35404,망사눈,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,김명신,80402,부경,한국,11,-,장석노,110055,11.8,R0~0,국6등급,0,0,20200117,금요일,1600,일반,5,105.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,거,0,0,0,0,0,0,0,양귀선,070125,건조 (5%),맑음,56.5,-,431(-4),0,51.8,15.151515151515152,2020-01-17,0
4855,6,연령오픈,20140329,90.4,10,76.8,11,63.7,12,50.8,12,26.8,11,0.0,0,15.3,10,15.3,0.0,14.5,28.1,41.2,26.0,24.0,26.8,별정C,0,0,0,13750000,5500000,3500000,1250000,1000000,7,¾,넵튠,35404,망사눈,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,박재이,80546,부경,한국,6,-,장석노,110055,7.8,R0~0,국6등급,0,0,20200131,금요일,1600,일반,5,104.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,거,0,0,0,0,0,0,0,양귀선,070125,다습 (11%),맑음,56.5,-,432(+1),0,66.7,15.25262154432793,2020-01-31,0
4472,6,연령오픈,20140329,91.4,9,77.9,10,64.9,10,51.8,10,27.1,11,0.0,0,15.2,11,15.2,0.0,14.3,27.8,40.8,26.1,24.7,27.1,별정C,0,0,0,13750000,5500000,3500000,1250000,1000000,2,¾,넵튠,35404,망사눈,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,김도현,80381,부경,한국,9,-,장석노,110055,20.3,R0~0,국6등급,0,0,20200214,금요일,1600,일반,5,105.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,거,0,0,0,0,0,0,0,양귀선,070125,포화 (15%),맑음,56.5,-,434(+2),0,124.4,15.137180700094607,2020-02-14,0
3802,6,3세이상,20140329,91.8,9,78.3,10,65.1,10,51.9,10,27.1,10,0.0,0,15.2,10,15.2,0.0,14.5,28.0,41.2,26.4,24.8,27.1,별정C,0,0,0,13750000,5500000,3500000,1250000,1000000,5,¾,넵튠,35404,망사눈,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,김도현,80381,부경,한국,9,-,장석노,110055,6.9,R0~0,국6등급,0,0,20200626,금요일,1600,일반,6,106.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,거,0,0,0,0,0,0,0,양귀선,070125,다습 (12%),맑음,56.0,-,429(-5),0,180.8,15.051740357478835,2020-06-26,0
3382,6,3세이상,20140329,78.4,8,65.6,8,52.7,8,39.9,8,0.0,0,0.0,0,16.0,8,16.0,0.0,14.0,26.8,39.7,25.7,23.9,0.0,별정C,0,0,0,22000000,8800000,5600000,2000000,1600000,1,4,넵튠,35404,망사눈,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,김도현,80381,부경,한국,8,-,장석노,110055,8.1,R0~0,국6등급,0,0,20200710,금요일,1400,일반,7,92.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,거,0,0,0,0,0,0,0,양귀선,070125,불량 (20%),흐림,56.0,-,435(+6),0,13.3,15.15151515151515,2020-07-10,0
2742,6,3세이상,20140329,78.1,9,63.5,8,52.0,8,39.0,10,0.0,0,0.0,0,15.0,10,15.0,0.0,14.7,29.3,40.8,24.5,24.0,0.0,별정C,0,0,0,13750000,5500000,3500000,1250000,1000000,10,7,넵튠,35404,망사눈,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,김동영,80401,부경,한국,8,-,장석노,110055,9999.9,R0~0,국6등급,0,0,20200731,금요일,1400,일반,7,92.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,거,0,0,0,0,0,0,0,양귀선,070125,다습 (13%),맑음,56.0,-,443(+8),0,9999.9,15.086206896551724,2020-07-31,0
1123,6,연령오픈,20140329,78.0,9,63.4,9,51.5,9,38.4,9,0.0,0,0.0,0,14.9,9,14.9,0.0,14.8,29.4,41.3,25.0,23.5,0.0,별정A,0,0,0,13750000,5500000,3500000,1250000,1000000,9,6,넵튠,35404,망사눈,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,김철호,80434,부경,한국,9,-,장석노,110055,10.7,R0~0,국6등급,0,0,20201113,금요일,1400,일반,5,92.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,거,0,0,0,0,0,0,0,문제복,70140,건조 (3%),맑음,56.0,-,445(+2),0,104.6,15.086206896551724,2020-11-13,0
7066,7,연령오픈,20140329,79.7,12,64.5,12,52.3,12,38.8,11,0.0,0,0.0,0,15.2,11,15.2,0.0,15.0,30.2,42.4,25.7,23.6,0.0,별정A,0,0,0,8800000,5500000,3740000,2420000,1540000,5,3,넵튠,35404,망사눈,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,김도현,80381,부경,한국,12,-,장석노,110055,9999.9,R0~0,국6등급,0,0,20210108,금요일,1400,일반,3,94.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,거,0,0,0,0,0,0,0,문제복,70140,건조 (3%),맑음,57.0,-,450(+5),0,9999.9,14.78352692713833,2021-01-08,0
